qemployee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,outreach_notes
14348,49,Male,Single,64776.89,Full-time,West,Yes,7.1,1,2024-02-08,2024-02-06,EMAIL,silver plan,Employer-Sponsored,1,0.973,No response to first outreach
17779,61,Female,Married,85051.51,Full-time,West,No,0.1,1,2024-08-15,2024-07-29,email,gold,Third-Party,-1,0.857,Follow-up scheduled
18691,34,Female,Single,76293.7,Full-time,West,Yes,1.4,1,2024-10-13,2024-09-26,None,STANDARD,Employer-Sponsored,1,0.97,Follow-up scheduled
18855,52,Female,Single,53855.22,Full-time,Northeast,No,0.2,0,2024-02-01,2024-01-24,e-mail,,Direct,-1,0.252,Attended benefits webinar
19912,45,Female,Married,19562.61,Part-time,South,Yes,3.3,0,2024-05-03,2024-04-19,PHONE,basic,Third-Party,0,0.213,Declined - cost concern
16464,62,Male,Single,93204.76,Part-time,West,No,0.6,0,19/01/2024,2024-01-01,Text,Gold,Third-Party,-1,0.042,
16794,55,Female,Single,48995.76,Full-time,Northeast,Yes,2.8,1,2024-07-14,2024-07-12,e-mail,Basic,Third-Party,0,0.934,Attended benefits webinar
17267,38,Female,Single,61261.95,Full-time,South,Yes,1.5,1,2024-12-30,2024-12-09,PHONE,STANDARD,Third-Party,-1,0.8,Follow-up scheduled
14971,52,Male,Single,42358.83,Full-time,West,Yes,0.0,1,19/08/2024,2024-08-09,email,,Direct,-1,0.903,
15099,41,Male,Married,68041.73,Contract,Northeast,No,4.0,0,2024-10-25,2024-10-17,PHONE,STANDARD,Third-Party,0,0.086,Attended benefits webinar
15618,58,Male,Married,75224.93,Full-time,West,Yes,9.8,1,2024-01-01,2023-12-24,phone,silver plan,Employer-Sponsored,1,0.954,Spouse covered elsewhere
11699,54,Male,Married,51762.78,Full-time,Midwest,Yes,7.5,1,2024-09-13,2024-09-09,EMAIL,BASIC,Direct,1,0.954,Follow-up scheduled
18756,57,Male,Married,67439.75,Part-time,South,Yes,7.2,1,2024-11-01,2024-10-16,sms,silver plan,Employer-Sponsored,0,0.842,
13693,43,Male,Single,55429.28,Full-time,Northeast,No,4.7,0,2024-12-18,2024-11-22,EMAIL,STANDARD,Direct,-1,0.01,
16232,58,Female,Single,60220.8,Full-time,Northeast,Yes,3.3,1,2024-01-07,2023-12-15,SMS,Silver,Employer-Sponsored,-1,0.99,Follow-up scheduled
10057,27,Male,Single,49511.76,Part-time,West,Yes,11.4,0,2024-11-17,2024-10-28,None,,Direct,0,,Declined - cost concern
17805,26,Other,Married,72931.98,Full-time,Midwest,No,6.5,0,2024-01-09,2023-12-29,Phone,STANDARD,Third-Party,0,0.063,Attended benefits webinar
18921,37,Female,Single,61053.49,Part-time,West,No,4.8,0,2024-01-19,2023-12-22,SMS,STANDARD,Direct,1,0.164,
11290,38,Male,Divorced,46125.55,Part-time,South,No,0.1,0,07/08/2024,2024-08-01,Phone,BASIC,Third-Party,-1,0.199,Requested more time
15621,34,Other,Single,46339.83,Full-time,Northeast,No,9.1,0,2024-08-29,2024-08-15,Email,basic,Direct,1,,Requested more time
12369,34,Female,Divorced,57533.5,Full-time,West,Yes,11.1,1,2024-12-04,2024-11-05,PHONE,Standard,Third-Party,-1,0.878,No response to first outreach
18846,32,Female,Single,72900.88,Full-time,West,Yes,2.1,1,,2024-05-01,SMS,standard,Third-Party,1,0.862,Declined - cost concern
18401,60,Female,Single,58120.13,Full-time,Northeast,Yes,2.5,1,22-Mar-2024,2024-02-25,e-mail,Standard,Direct,1,0.99,Spouse covered elsewhere
16360,42,Male,Single,57420.16,Part-time,Midwest,No,13.3,0,2024-04-23,2024-04-16,None,silver plan,Direct,1,0.135,No response to first outreach
10346,60,Male,Married,71510.18,Full-time,West,Yes,8.5,1,2024-03-03,2024-02-29,Email,standard,Third-Party,-1,0.839,Follow-up scheduled
16248,26,Male,Single,74154.45,Part-time,South,No,0.2,0,2024-10-27,2024-10-02,EMAIL,Standard,Employer-Sponsored,-1,,Attended benefits webinar
14699,43,Other,Single,93747.55,Full-time,Midwest,Yes,2.4,1,2024-04-04,2024-03-30,sms,gold,Employer-Sponsored,1,,
17846,35,Female,Single,102042.51,Full-time,West,No,9.0,1,2024-11-18,2024-10-28,email,PREMIUM,Direct,1,0.921,Follow-up scheduled
11861,36,Male,Widowed,76294.18,Full-time,Northeast,Yes,4.9,1,2024-12-12,2024-11-16,Call,silver plan,Third-Party,0,0.945,
16313,22,Male,Married,60285.93,Part-time,West,Yes,7.7,0,,2024-10-25,EMAIL,silver plan,Third-Party,-1,0.187,Declined - cost concern
18679,23,Male,Single,69090.41,Part-time,Northeast,No,0.1,0,2024-01-26,2024-01-11,e-mail,Standard,Employer-Sponsored,-1,0.201,Follow-up scheduled
15127,52,Male,Widowed,46339.85,Full-time,Midwest,Yes,1.3,1,2024-03-06,2024-02-26,e-mail,basic,Direct,1,0.99,Requested more time
18775,29,Male,Married,47856.08,Full-time,Midwest,Yes,0.6,0,2024-04-14,2024-03-19,email,basic,Employer-Sponsored,-1,0.296,Follow-up scheduled
12182,51,Female,Married,54102.08,Full-time,Midwest,No,0.7,0,2024-10-20,2024-10-19,Call,BASIC,Employer-Sponsored,-1,,Requested more time
15059,34,Male,Married,75038.26,Full-time,Midwest,Yes,2.1,1,2024-07-16,2024-07-05,Email,STANDARD,Third-Party,-1,0.748,Requested more time
18805,61,Female,Single,71674.49,Full-time,Midwest,Yes,16.1,1,,2024-06-06,Phone,silver plan,Direct,1,0.848,
12039,31,Female,Married,80429.61,Full-time,Northeast,Yes,0.1,1,2024-09-02,2024-08-07,email,silver plan,Direct,-1,0.721,
16328,29,Other,Single,46676.37,Full-time,West,No,1.1,0,2024-11-22,2024-11-20,email,Bronze,Direct,0,0.209,No response to first outreach
15687,48,Female,Single,66617.06,Full-time,South,No,2.3,1,2024-03-15,2024-02-15,Call,Standard,Third-Party,0,0.799,Follow-up scheduled
10836,24,Male,Single,65574.42,Full-time,South,Yes,11.3,1,2024-12-16,2024-12-09,Email,STANDARD,Direct,-1,0.971,Requested more time
14030,36,Female,Married,71730.43,Full-time,South,Yes,2.2,1,22/08/2024,2024-08-16,,STANDARD,Direct,1,0.874,Attended benefits webinar
19862,37,Male,Married,59044.36,Full-time,South,Yes,12.8,1,2024-11-13,2024-10-17,PHONE,STANDARD,Direct,0,0.803,
10572,43,Female,Married,67890.76,Full-time,Northeast,No,3.1,1,2024-08-08,2024-07-12,email,Silver,Direct,1,0.796,Attended benefits webinar
16941,56,Female,Single,64842.61,Contract,West,No,1.4,0,2024-08-08,2024-07-16,EMAIL,Silver,Direct,-1,0.227,Declined - cost concern
11158,29,Male,Married,52683.8,Part-time,West,No,3.2,0,13-Mar-2024,2024-02-29,sms,BASIC,Third-Party,1,0.139,
12261,27,Female,Married,69387.1,Full-time,South,No,3.1,0,2024-04-15,2024-04-01,N/A,Silver,Third-Party,0,,Spouse covered elsewhere
10883,36,Female,Married,52168.22,Full-time,Northeast,No,2.5,0,2024-08-22,2024-08-08,EMAIL,,Employer-Sponsored,-1,0.231,No response to first outreach
19855,61,Male,Widowed,88246.81,Full-time,Midwest,No,0.3,1,2024-11-09,2024-10-31,email,Premium,Third-Party,-1,0.871,Declined - cost concern
15710,51,Female,Single,88021.66,Full-time,West,No,2.0,1,2024-01-09,2023-12-19,phone,premium plan,Third-Party,0,0.872,Attended benefits webinar
17789,40,Male,Married,77887.58,Part-time,Northeast,No,4.1,0,2024-07-27,2024-07-16,e-mail,silver plan,,0,0.19,Spouse covered elsewhere
13115,54,Male,Married,66682.7,Contract,South,Yes,5.9,1,2024-06-24,2024-06-02,phone,standard,Employer-Sponsored,1,0.88,Attended benefits webinar
14871,35,Female,Single,80562.64,Part-time,Northeast,Yes,5.6,1,2024-10-18,2024-09-22,none,STANDARD,Third-Party,1,0.898,Spouse covered elsewhere
18011,63,Female,Divorced,79951.12,Part-time,West,Yes,3.0,1,2024-11-11,2024-10-25,Phone,Standard,Third-Party,-1,0.923,
11153,29,Female,Single,60934.54,Contract,Northeast,No,2.3,0,2024-08-31,2024-08-11,Email,Silver,Third-Party,1,0.23,
12739,42,Female,Single,89452.95,Full-time,South,No,5.0,1,2024-05-15,2024-05-03,PHONE,premium plan,Direct,1,0.99,Declined - cost concern
11770,28,Female,Widowed,93651.84,Full-time,South,No,9.2,0,2024-09-02,2024-08-08,email,Gold Plan,Employer-Sponsored,0,0.112,Requested more time
12353,56,Female,Single,63389.05,Full-time,Northeast,Yes,4.0,1,2024-12-27,2024-12-05,PHONE,silver plan,Employer-Sponsored,-1,0.873,Requested more time
12552,35,Female,Single,69573.27,Full-time,Midwest,Yes,6.2,1,16/11/2024,2024-10-24,Email,standard,Third-Party,0,0.99,
11407,46,Male,Married,37698.35,Full-time,Northeast,Yes,1.3,1,2024-05-15,2024-05-10,e-mail,basic,Employer-Sponsored,-1,0.975,Follow-up scheduled
14518,52,Other,Married,59911.7,Full-time,Northeast,Yes,3.1,1,02/01/2024,2023-12-29,Phone,STANDARD,Direct,1,0.907,Spouse covered elsewhere
10921,30,Female,Married,71344.02,Full-time,Northeast,No,1.3,0,2024-07-30,2024-07-04,e-mail,Silver,Employer-Sponsored,-1,0.135,Requested more time
10404,55,Female,Married,51239.12,Full-time,West,Yes,1.1,1,,2024-04-15,Text,,Third-Party,1,0.745,Requested more time
19818,37,Male,Widowed,56904.12,Full-time,Midwest,Yes,3.6,1,14/08/2024,2024-07-17,phone,silver plan,Third-Party,-1,0.99,No response to first outreach
17564,36,Female,Married,63077.03,Part-time,West,Yes,6.9,1,2024-11-17,2024-11-13,Email,STANDARD,Employer-Sponsored,1,0.857,Follow-up scheduled
11649,36,Female,Widowed,66237.74,Full-time,West,Yes,0.3,1,2024-10-03,2024-09-24,None,silver plan,Third-Party,-1,0.985,No response to first outreach
16097,25,Male,Married,92878.29,Full-time,West,No,8.8,0,28/12/2024,2024-12-14,email,Gold,Employer-Sponsored,-1,0.024,Attended benefits webinar
14495,42,Female,Married,80059.83,Part-time,West,Yes,3.8,1,2024-10-05,2024-09-22,phone,STANDARD,Employer-Sponsored,0,0.99,No response to first outreach
16031,36,Female,Single,46197.13,Part-time,West,No,6.1,0,2024-06-10,2024-05-23,Call,Basic,Third-Party,0,0.151,Declined - cost concern
15891,44,Female,Married,69398.66,Full-time,South,Yes,6.2,1,2024-12-29,2024-12-09,email,silver plan,Employer-Sponsored,0,0.99,Declined - cost concern
17843,60,Male,Single,67218.18,Full-time,Midwest,Yes,1.2,1,2024-09-12,2024-09-01,email,Silver,Employer-Sponsored,1,0.851,Attended benefits webinar
19567,27,Female,Single,46020.07,Full-time,Midwest,No,7.3,0,2024-12-21,2024-11-26,EMAIL,Bronze,Employer-Sponsored,0,,Requested more time
12558,52,Female,Married,54404.89,Full-time,Northeast,Yes,13.9,1,17/09/2024,2024-09-05,Email,Basic,Direct,1,,Attended benefits webinar
10439,57,Male,Divorced,69592.52,Full-time,West,Yes,1.8,1,12-Nov-2024,2024-11-04,e-mail,STANDARD,Direct,-1,0.924,Spouse covered elsewhere
14937,37,Female,Single,82887.8,Full-time,South,Yes,9.5,1,2024-04-01,2024-03-08,N/A,silver plan,Direct,-1,0.843,Attended benefits webinar
17157,29,Female,Divorced,50902.32,Full-time,South,No,7.6,0,2024-08-24,2024-07-26,SMS,,Third-Party,0,0.117,Requested more time
18771,37,Male,Married,64479.2,Part-time,West,Yes,6.2,1,2024-01-17,2023-12-21,email,Standard,Direct,1,0.924,Spouse covered elsewhere
10946,51,Female,Married,75101.8,Full-time,Northeast,No,0.8,1,2024-12-04,2024-11-29,e-mail,standard,Third-Party,-1,0.99,
18440,57,Female,Widowed,50182.72,Full-time,South,No,0.1,0,2024-06-04,2024-06-02,PHONE,,Employer-Sponsored,-1,0.214,No response to first outreach
14574,41,Female,Divorced,51199.39,Full-time,Midwest,No,4.8,0,2024-04-17,2024-03-25,SMS,BASIC,Direct,0,0.065,Follow-up scheduled
14533,51,Female,Divorced,53861.07,Contract,West,No,0.9,0,2024-08-11,2024-08-08,email,basic,,-1,0.094,Follow-up scheduled
11461,24,Female,Married,82119.92,Contract,West,Yes,2.7,0,2024-02-12,2024-02-11,e-mail,silver plan,Third-Party,0,,Follow-up scheduled
15076,44,Female,Single,79739.75,Full-time,Midwest,Yes,1.7,1,2024-02-25,2024-02-10,e-mail,STANDARD,Employer-Sponsored,1,0.854,Spouse covered elsewhere
13836,25,Male,Married,68976.67,Full-time,Midwest,No,7.0,0,2024-01-14,2024-01-07,email,silver plan,Direct,-1,0.054,
14487,33,Female,Married,43890.95,Full-time,Midwest,No,0.4,0,08/02/2024,2024-01-25,,Basic,Direct,-1,0.136,Spouse covered elsewhere
12980,62,Female,Married,75325.41,Contract,Midwest,Yes,9.7,1,,2024-02-03,email,Silver,Third-Party,1,0.833,Declined - cost concern
14477,36,Male,Divorced,67124.16,Full-time,Northeast,Yes,5.8,1,2024-12-10,2024-12-04,Email,Standard,Third-Party,1,0.964,Spouse covered elsewhere
11091,28,Female,Divorced,52133.04,Full-time,Northeast,Yes,8.9,0,2024-03-08,2024-02-17,EMAIL,,Employer-Sponsored,-1,0.139,Requested more time
15336,28,Male,Married,85801.9,Full-time,Northeast,Yes,5.0,1,17/06/2024,2024-05-27,Email,Premium,Employer-Sponsored,-1,0.99,Declined - cost concern
13641,44,Female,Single,27331.81,Full-time,West,No,8.3,0,2024-09-19,2024-09-03,Email,,,0,0.047,Attended benefits webinar
19738,38,Female,Married,35098.22,Full-time,Northeast,Yes,2.6,1,19/12/2024,2024-12-13,EMAIL,Bronze,Direct,-1,0.92,Requested more time
18744,38,Other,Married,66729.35,Full-time,Midwest,No,6.2,1,2024-08-13,2024-07-28,Call,Silver,Employer-Sponsored,1,0.896,
17273,23,Female,Married,56994.53,Full-time,Northeast,No,5.1,0,2024-10-12,2024-09-30,SMS,silver plan,Direct,0,0.108,No response to first outreach
13468,45,Male,Married,40865.72,Full-time,Midwest,Yes,1.7,1,2024-11-29,2024-11-10,PHONE,Bronze,Employer-Sponsored,1,0.99,Declined - cost concern
17001,25,Female,Married,61404.78,Part-time,West,No,1.4,0,2024-02-20,2024-02-09,Phone,Standard,Third-Party,0,0.262,Attended benefits webinar
15110,53,Male,Married,42070.27,Full-time,Northeast,No,0.8,0,2024-01-06,2023-12-09,Call,basic,Direct,-1,0.108,Declined - cost concern
12451,53,Male,Married,33991.4,Full-time,West,Yes,2.1,1,2024-09-02,2024-08-22,Text,,Third-Party,1,0.835,Declined - cost concern
11196,58,Female,Single,25502.85,Full-time,West,No,4.5,0,2024-09-20,2024-08-22,sms,BASIC,Direct,0,0.139,Attended benefits webinar
12346,47,Female,Married,74902.82,Part-time,West,No,0.7,0,2024-03-28,2024-03-12,EMAIL,silver plan,Direct,-1,0.232,Declined - cost concern
10738,38,Male,Single,49680.98,Contract,South,Yes,1.5,0,2024-05-03,2024-04-26,EMAIL,,Third-Party,-1,,No response to first outreach
11436,27,Female,Married,55198.66,Full-time,Northeast,Yes,3.5,0,2024-06-28,2024-06-08,Phone,standard,Direct,0,0.067,Spouse covered elsewhere
14573,63,Other,Single,55337.35,Full-time,Northeast,Yes,4.8,1,18/04/2024,2024-03-20,PHONE,Silver,Direct,1,0.83,No response to first outreach
12520,58,Male,Divorced,71180.16,Full-time,West,Yes,5.1,1,2024-08-31,2024-08-02,N/A,STANDARD,Third-Party,-1,0.87,Requested more time
18940,63,Female,Single,59087.96,Full-time,Midwest,Yes,0.7,1,2024-05-20,2024-05-10,email,Standard,Employer-Sponsored,-1,0.797,No response to first outreach
11412,45,Female,Single,61774.24,Part-time,Midwest,Yes,6.2,1,2024-03-04,2024-02-12,Call,silver plan,,-1,,Attended benefits webinar
18279,49,Male,Single,40215.55,Full-time,Midwest,Yes,5.3,1,2024-12-01,2024-11-29,EMAIL,basic,Employer-Sponsored,1,0.988,
11647,24,Male,Single,66410.64,Full-time,Midwest,No,2.5,0,,2024-08-18,EMAIL,standard,Employer-Sponsored,-1,0.369,Declined - cost concern
14868,36,Male,Married,71383.69,Full-time,South,Yes,1.0,1,2024-05-22,2024-05-10,PHONE,Standard,Employer-Sponsored,1,0.846,Requested more time
10733,54,Male,Married,53427.04,Full-time,West,No,0.7,0,2024-11-29,2024-11-02,Email,BASIC,Third-Party,-1,0.22,Requested more time
11650,46,Male,Married,89648.99,Full-time,Northeast,Yes,1.8,1,21-Apr-2024,2024-04-11,N/A,premium plan,Employer-Sponsored,1,0.863,Follow-up scheduled
16386,37,Male,Single,73341.58,Full-time,Midwest,Yes,0.3,1,2024-11-15,2024-10-28,PHONE,Standard,Direct,-1,0.965,
13731,50,Female,Single,41332.74,Full-time,West,Yes,1.3,1,2024-05-01,2024-04-21,Phone,Bronze,Third-Party,1,0.99,Follow-up scheduled
17021,35,Male,Married,58278.66,Full-time,Northeast,Yes,4.5,1,,2024-04-07,e-mail,Silver,Employer-Sponsored,1,0.737,Spouse covered elsewhere
13677,62,Female,Divorced,59552.74,Part-time,Northeast,Yes,6.0,0,30/09/2024,2024-09-19,phone,Silver,Direct,0,0.111,
18311,26,Male,Married,59158.92,Full-time,West,No,5.6,0,2024-09-09,2024-08-31,Email,Standard,Direct,1,0.048,Attended benefits webinar
12597,43,Female,Single,92803.15,Full-time,South,Yes,5.5,1,2024-08-28,2024-08-05,none,gold,,1,,No response to first outreach
14351,50,Male,Single,68964.11,Part-time,Northeast,No,4.4,0,2024-09-13,2024-08-17,none,STANDARD,Third-Party,0,0.149,
17801,63,Female,Widowed,60296.95,Part-time,South,Yes,0.5,1,09/12/2024,2024-11-28,Email,silver plan,Employer-Sponsored,-1,0.927,Attended benefits webinar
15892,40,Male,Single,47369.14,Full-time,South,No,1.3,0,2024-12-07,2024-11-28,sms,Basic,Third-Party,-1,0.297,Follow-up scheduled
13912,53,Male,Married,44195.8,Full-time,South,Yes,2.4,1,2024-11-06,2024-10-24,SMS,basic,,1,0.759,Requested more time
16781,46,Female,Married,62220.15,Part-time,South,No,3.1,0,,2024-03-26,email,STANDARD,Employer-Sponsored,-1,0.256,No response to first outreach
15130,45,Female,Married,54315.6,Contract,Northeast,No,2.3,0,2024-02-01,2024-01-21,Text,BASIC,Employer-Sponsored,0,0.08,
12532,53,Male,Widowed,62307.02,Full-time,West,No,8.2,1,,2024-11-15,Text,Standard,Third-Party,1,,Requested more time
10080,50,Female,Divorced,58117.17,Full-time,Midwest,Yes,1.0,1,2024-08-28,2024-08-21,email,STANDARD,Direct,0,0.99,Follow-up scheduled
15699,60,Female,Married,70836.72,Full-time,Northeast,Yes,5.7,1,,2024-04-09,sms,STANDARD,,1,,Requested more time
15822,62,Other,Married,65133.8,Full-time,Midwest,Yes,4.0,1,,2024-04-12,PHONE,Silver,Direct,1,0.99,Requested more time
10100,49,Male,Married,68903.06,Full-time,Midwest,Yes,5.3,1,2024-12-15,2024-11-30,e-mail,standard,Third-Party,1,,
11877,35,Male,Single,55105.43,Full-time,Midwest,Yes,5.2,1,2024-03-17,2024-03-15,phone,Standard,Direct,0,0.765,No response to first outreach
18615,59,Female,Single,78773.09,Part-time,Northeast,Yes,1.2,1,29/11/2024,2024-11-25,Text,standard,Third-Party,1,0.83,Requested more time
11773,42,Male,Single,55141.19,Full-time,West,No,2.1,0,,2024-01-22,none,standard,Direct,0,0.245,Follow-up scheduled
14643,28,Female,Single,64357.94,Full-time,Northeast,Yes,4.3,1,2024-10-28,2024-10-09,email,Silver,Direct,0,0.99,Requested more time
10640,62,Male,Single,48337.87,Full-time,Midwest,Yes,1.2,1,08/11/2024,2024-10-10,Email,basic,Direct,1,0.99,Declined - cost concern
10068,36,Female,Married,81789.05,Full-time,West,No,4.7,1,2024-03-30,2024-03-10,email,Standard,Employer-Sponsored,0,0.903,Spouse covered elsewhere
18065,53,Female,Married,48222.58,Full-time,South,Yes,10.0,1,2024-08-01,2024-07-21,EMAIL,Bronze,Employer-Sponsored,1,0.88,Requested more time
19752,62,Female,Single,94333.78,Full-time,South,Yes,3.0,1,2024-11-07,2024-10-16,email,premium plan,Third-Party,-1,0.908,Attended benefits webinar
13743,51,Female,Widowed,61517.87,Part-time,West,Yes,0.1,1,2024-06-04,2024-05-19,EMAIL,silver plan,Direct,-1,0.99,Declined - cost concern
12721,28,Female,Married,84330.68,Full-time,West,Yes,8.5,1,16-Apr-2024,2024-04-07,EMAIL,silver plan,Third-Party,1,0.875,Declined - cost concern
18678,52,Female,Single,66160.45,Full-time,South,No,4.2,1,2024-05-18,2024-05-01,N/A,STANDARD,Direct,1,0.897,
11137,53,Female,Single,86067.68,Full-time,South,Yes,0.4,1,2024-11-19,2024-11-06,email,PREMIUM,Third-Party,-1,0.878,No response to first outreach
12706,39,Female,Divorced,56386.87,Part-time,West,No,1.4,0,29/08/2024,2024-08-03,,Standard,Employer-Sponsored,-1,0.229,Declined - cost concern
14382,36,Female,Single,43308.46,Full-time,Northeast,Yes,2.3,1,2024-02-25,2024-02-04,Email,Bronze,Employer-Sponsored,1,,Declined - cost concern
16152,22,Female,Married,57049.24,Full-time,West,Yes,0.7,0,2024-11-27,2024-11-20,PHONE,Standard,Direct,-1,0.123,
19390,30,Male,Married,47987.52,Contract,Northeast,No,1.0,0,2024-12-04,2024-11-20,email,Basic,Direct,1,0.348,Follow-up scheduled
19426,56,Male,Married,44672.56,Part-time,South,No,0.1,0,2024-11-20,2024-10-27,Email,,,-1,0.223,Requested more time
11763,24,Male,Single,59242.16,Full-time,South,Yes,1.0,0,2024-02-01,2024-01-17,N/A,Standard,Employer-Sponsored,0,0.192,Spouse covered elsewhere
17260,61,Female,Married,65431.37,Full-time,West,Yes,1.2,1,2024-02-13,2024-02-10,Text,Silver,Direct,0,0.907,Follow-up scheduled
19885,52,Female,Married,61966.37,Part-time,South,Yes,0.9,1,2024-08-01,2024-07-19,Email,Standard,Employer-Sponsored,-1,,Declined - cost concern
13476,22,Male,Widowed,68427.16,Part-time,Northeast,Yes,20.4,0,14-Jul-2024,2024-07-02,phone,Silver,Third-Party,-1,0.26,Declined - cost concern
15844,46,Female,Married,67818.38,Full-time,South,Yes,3.8,1,2024-02-03,2024-01-13,None,Standard,Direct,-1,0.871,Spouse covered elsewhere
12905,44,Female,Married,63405.19,Full-time,Northeast,No,6.5,1,03/05/2024,2024-04-25,email,STANDARD,Direct,0,,Attended benefits webinar
11900,53,Male,Married,68058.09,Full-time,West,Yes,2.3,1,2024-07-14,2024-06-27,Email,STANDARD,Direct,0,0.828,Follow-up scheduled
17111,50,Male,Married,56393.58,Part-time,South,No,4.0,0,12/08/2024,2024-07-16,phone,STANDARD,Employer-Sponsored,0,,
10375,36,Male,Married,68710.0,Full-time,South,Yes,9.0,1,2024-10-23,2024-10-07,PHONE,STANDARD,Employer-Sponsored,1,0.784,Spouse covered elsewhere
18647,63,Female,Single,62217.83,Full-time,Northeast,No,7.7,1,2024-09-25,2024-09-14,Email,Silver,Direct,0,0.857,Spouse covered elsewhere
19224,23,Female,Single,54731.83,Full-time,South,Yes,5.6,0,16-Jun-2024,2024-06-11,none,,Third-Party,0,0.01,Declined - cost concern
10642,48,Female,Married,47769.07,Part-time,Northeast,No,7.5,0,2024-06-14,2024-05-23,Email,BASIC,Third-Party,0,0.135,Requested more time
