employee_id,predicted_probability,predicted_enrollment,risk_category,recommended_action
19970,1.0,1,Low Risk,Standard enrollment notification
12715,0.93,1,Low Risk,Standard enrollment notification
13200,0.99,1,Low Risk,Standard enrollment notification
10413,1.0,1,Low Risk,Standard enrollment notification
10653,1.0,1,Low Risk,Standard enrollment notification
17120,0.89,1,Low Risk,Standard enrollment notification
17331,1.0,1,Low Risk,Standard enrollment notification
10228,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17171,0.99,1,Low Risk,Standard enrollment notification
15970,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16829,0.96,1,Low Risk,Standard enrollment notification
18287,0.98,1,Low Risk,Standard enrollment notification
11138,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
17128,1.0,1,Low Risk,Standard enrollment notification
14377,1.0,1,Low Risk,Standard enrollment notification
10534,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14579,0.85,1,Low Risk,Standard enrollment notification
14504,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
16750,0.98,1,Low Risk,Standard enrollment notification
12278,1.0,1,Low Risk,Standard enrollment notification
19000,0.96,1,Low Risk,Standard enrollment notification
15549,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19024,0.99,1,Low Risk,Standard enrollment notification
10795,0.8,1,Low Risk,Standard enrollment notification
14779,1.0,1,Low Risk,Standard enrollment notification
12335,1.0,1,Low Risk,Standard enrollment notification
10832,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14214,0.98,1,Low Risk,Standard enrollment notification
15394,1.0,1,Low Risk,Standard enrollment notification
16361,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
12645,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
15315,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
13602,0.98,1,Low Risk,Standard enrollment notification
17875,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
16158,0.91,1,Low Risk,Standard enrollment notification
17571,1.0,1,Low Risk,Standard enrollment notification
12248,1.0,1,Low Risk,Standard enrollment notification
18207,1.0,1,Low Risk,Standard enrollment notification
13998,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11111,0.99,1,Low Risk,Standard enrollment notification
11635,0.97,1,Low Risk,Standard enrollment notification
17351,0.99,1,Low Risk,Standard enrollment notification
11451,0.94,1,Low Risk,Standard enrollment notification
14250,1.0,1,Low Risk,Standard enrollment notification
18456,0.13,0,High Risk,Personalized phone call with HR and benefits explanation
19702,0.98,1,Low Risk,Standard enrollment notification
10359,0.94,1,Low Risk,Standard enrollment notification
19827,0.9,1,Low Risk,Standard enrollment notification
13397,1.0,1,Low Risk,Standard enrollment notification
10695,0.1,0,High Risk,Personalized phone call with HR and benefits explanation
12540,0.9,1,Low Risk,Standard enrollment notification
10607,0.96,1,Low Risk,Standard enrollment notification
12769,1.0,1,Low Risk,Standard enrollment notification
10414,0.93,1,Low Risk,Standard enrollment notification
12702,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
13859,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19206,0.99,1,Low Risk,Standard enrollment notification
16362,0.97,1,Low Risk,Standard enrollment notification
12937,1.0,1,Low Risk,Standard enrollment notification
17669,1.0,1,Low Risk,Standard enrollment notification
19743,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
15139,0.98,1,Low Risk,Standard enrollment notification
11897,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
17383,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
16764,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
18859,1.0,1,Low Risk,Standard enrollment notification
18520,1.0,1,Low Risk,Standard enrollment notification
15604,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16527,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
10459,0.99,1,Low Risk,Standard enrollment notification
19659,0.88,1,Low Risk,Standard enrollment notification
14000,1.0,1,Low Risk,Standard enrollment notification
13187,1.0,1,Low Risk,Standard enrollment notification
13048,1.0,1,Low Risk,Standard enrollment notification
13287,1.0,1,Low Risk,Standard enrollment notification
13699,1.0,1,Low Risk,Standard enrollment notification
18894,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
16891,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
13962,0.98,1,Low Risk,Standard enrollment notification
19884,1.0,1,Low Risk,Standard enrollment notification
12428,0.98,1,Low Risk,Standard enrollment notification
12334,0.92,1,Low Risk,Standard enrollment notification
10609,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
16861,1.0,1,Low Risk,Standard enrollment notification
16999,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
16900,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
16810,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
19345,0.23,0,High Risk,Personalized phone call with HR and benefits explanation
19386,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12262,0.97,1,Low Risk,Standard enrollment notification
18628,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16917,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
17163,0.98,1,Low Risk,Standard enrollment notification
17047,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
11874,1.0,1,Low Risk,Standard enrollment notification
12730,0.99,1,Low Risk,Standard enrollment notification
14231,0.98,1,Low Risk,Standard enrollment notification
16985,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
14322,0.97,1,Low Risk,Standard enrollment notification
12795,1.0,1,Low Risk,Standard enrollment notification
12658,0.88,1,Low Risk,Standard enrollment notification
12154,1.0,1,Low Risk,Standard enrollment notification
16596,0.98,1,Low Risk,Standard enrollment notification
17590,0.97,1,Low Risk,Standard enrollment notification
17449,0.98,1,Low Risk,Standard enrollment notification
13866,0.99,1,Low Risk,Standard enrollment notification
10489,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
14186,0.95,1,Low Risk,Standard enrollment notification
16319,1.0,1,Low Risk,Standard enrollment notification
17146,0.93,1,Low Risk,Standard enrollment notification
16086,0.97,1,Low Risk,Standard enrollment notification
13394,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
16445,0.95,1,Low Risk,Standard enrollment notification
10806,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
16447,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
15055,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
10001,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
18359,0.95,1,Low Risk,Standard enrollment notification
15669,0.97,1,Low Risk,Standard enrollment notification
16995,0.98,1,Low Risk,Standard enrollment notification
12847,0.96,1,Low Risk,Standard enrollment notification
19482,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
12893,0.08,0,High Risk,Personalized phone call with HR and benefits explanation
15414,1.0,1,Low Risk,Standard enrollment notification
12129,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17672,1.0,1,Low Risk,Standard enrollment notification
14938,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
18548,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
13018,0.97,1,Low Risk,Standard enrollment notification
16494,1.0,1,Low Risk,Standard enrollment notification
17868,1.0,1,Low Risk,Standard enrollment notification
16274,0.15,0,High Risk,Personalized phone call with HR and benefits explanation
16852,1.0,1,Low Risk,Standard enrollment notification
18210,0.99,1,Low Risk,Standard enrollment notification
19197,0.97,1,Low Risk,Standard enrollment notification
15063,0.98,1,Low Risk,Standard enrollment notification
14940,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
18126,0.11,0,High Risk,Personalized phone call with HR and benefits explanation
18870,0.94,1,Low Risk,Standard enrollment notification
17535,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
17133,0.93,1,Low Risk,Standard enrollment notification
18227,0.77,1,Low Risk,Standard enrollment notification
11754,1.0,1,Low Risk,Standard enrollment notification
16553,0.06,0,High Risk,Personalized phone call with HR and benefits explanation
18724,1.0,1,Low Risk,Standard enrollment notification
13244,1.0,1,Low Risk,Standard enrollment notification
13340,0.81,1,Low Risk,Standard enrollment notification
13416,0.98,1,Low Risk,Standard enrollment notification
15012,0.98,1,Low Risk,Standard enrollment notification
14505,1.0,1,Low Risk,Standard enrollment notification
10717,0.99,1,Low Risk,Standard enrollment notification
14032,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
19299,0.97,1,Low Risk,Standard enrollment notification
11499,0.98,1,Low Risk,Standard enrollment notification
19404,0.99,1,Low Risk,Standard enrollment notification
11459,0.96,1,Low Risk,Standard enrollment notification
11678,0.99,1,Low Risk,Standard enrollment notification
12690,0.03,0,High Risk,Personalized phone call with HR and benefits explanation
17684,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
18272,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
19719,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
15468,1.0,1,Low Risk,Standard enrollment notification
18341,0.04,0,High Risk,Personalized phone call with HR and benefits explanation
17014,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
11040,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
14656,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
15670,0.99,1,Low Risk,Standard enrollment notification
12126,0.95,1,Low Risk,Standard enrollment notification
10871,0.02,0,High Risk,Personalized phone call with HR and benefits explanation
13996,0.07,0,High Risk,Personalized phone call with HR and benefits explanation
19678,0.99,1,Low Risk,Standard enrollment notification
19381,0.28,0,High Risk,Personalized phone call with HR and benefits explanation
13854,0.99,1,Low Risk,Standard enrollment notification
14166,0.15,0,High Risk,Personalized phone call with HR and benefits explanation
10522,0.99,1,Low Risk,Standard enrollment notification
11016,0.99,1,Low Risk,Standard enrollment notification
11945,0.05,0,High Risk,Personalized phone call with HR and benefits explanation
11527,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
16887,0.01,0,High Risk,Personalized phone call with HR and benefits explanation
12954,0.97,1,Low Risk,Standard enrollment notification
14773,0.95,1,Low Risk,Standard enrollment notification
12924,1.0,1,Low Risk,Standard enrollment notification
13278,0.98,1,Low Risk,Standard enrollment notification
16638,0.12,0,High Risk,Personalized phone call with HR and benefits explanation
19030,0.98,1,Low Risk,Standard enrollment notification
13967,1.0,1,Low Risk,Standard enrollment notification
11294,0.97,1,Low Risk,Standard enrollment notification
18872,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13723,1.0,1,Low Risk,Standard enrollment notification
14542,0.96,1,Low Risk,Standard enrollment notification
12175,0.97,1,Low Risk,Standard enrollment notification
10277,0.87,1,Low Risk,Standard enrollment notification
18351,0.0,0,High Risk,Personalized phone call with HR and benefits explanation
13839,0.99,1,Low Risk,Standard enrollment notification
16811,0.98,1,Low Risk,Standard enrollment notification
12374,0.93,1,Low Risk,Standard enrollment notification
12398,1.0,1,Low Risk,Standard enrollment notification
10966,1.0,1,Low Risk,Standard enrollment notification
